Technique,ID,Tactic-Name,Technique-Name,SubTechnique-Name,Platforms,Description,id
T1496,No sub-Techniques,Impact,Resource Hijacking,No sub-Technique,"Containers, IaaS, Linux, Windows, macOS",TeamTNT has deployed XMRig Docker images to mine cryptocurrency.,T1496
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS","APT37 has a Bluetooth device harvester, which uses Windows Bluetooth APIs to find information on connected Bluetooth devices. ",T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS","Attor has a plugin that collects information about inserted storage devices, modems, and phone devices.",T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS","BackdoorDiplomacy has used an executable to detect removable media, such as USB flash drives.",T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Bandook can detect USB devices.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS","BlackEnergy can gather very specific information about attached USB devices, to include device instance ID and drive geometry.",T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Cadelspy has the ability to steal information about printers and the documents sent to printers.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Crimson has the ability to discover pluggable/removable drives to extract files from.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",DarkWatchman can list signed PnP drivers for smartcard readers.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Equation has used tools with the functionality to search for specific information about the attached hard drive that could be used to identify and overwrite the firmware.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Ferocious can run GET.WORKSPACE in Microsoft Excel to check if a mouse is present.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",FlawedAmmyy will attempt to detect if a usable smart card is current inserted into a card reader.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",The FunnyDream FilepakMonitor component can detect removable drive insertion.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Heyoka Backdoor can identify removable media attached to victim's machines.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",jRAT can map UPnP ports.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Machete detects the insertion of new devices by listening for the WM_DEVICECHANGE window message.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Mongall can identify removable media attached to compromised hosts.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",MoonWind obtains the number of removable drives from the victim.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",NightClub has the ability to monitor removable drives.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",ObliqueRAT can discover pluggable/removable drives to extract files from.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",OilRig has used tools to identify if a mouse is connected to a targeted system.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS","During Operation Wocao, threat actors discovered removable disks attached to a system.",T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",A module in Prikormka collects information on available printers and disk drives.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",QakBot can identify peripheral devices on targeted systems.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",QuietSieve can identify and search removable drives for specific file name extensions.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",RTM can obtain a list of smart card readers attached to the victim.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",SharpDisco has dropped a plugin to monitor external drives to C:\Users\Public\It3.exe.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Stuxnet enumerates removable drives for infection.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",SVCReady can check for the number of devices plugged into an infected host.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",T9000 searches through connected drives for removable storage devices.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",TajMahal has the ability to identify connected Apple devices.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Turian can scan for removable media to collect data.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",USBferry can check for connected USB devices.,T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS","USBStealer monitors victims for insertion of removable drives. When dropped onto a second victim, it also enumerates drives connected to the system.",T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS","WannaCry contains a thread that will attempt to scan for new attached drives every few seconds. If one is identified, it will encrypt the files on the attached device.",T1120
T1120,No sub-Techniques,Discovery,Peripheral Device Discovery,No sub-Technique,"Linux, Windows, macOS",Zebrocy enumerates information about connected storage devices.,T1120
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Anchor can use secondary C2 servers for communication after establishing connectivity and relaying victim information to primary C2 servers.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",AppleSeed can use a second channel for C2 when the primary channel is in upload mode.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Bazar has the ability to use an alternative C2 server if the primary server fails.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",BlackEnergy has the capability to communicate over a backup channel via plus.google.com.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Bumblebee can use backup C2 servers if the primary server fails.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",CharmPower can change its C2 channel once every 360 loops by retrieving a new domain from the actors’ S3 bucket.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",CHOPSTICK can switch to a new C2 channel if the current one is broken.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Crutch has used a hardcoded GitHub repository as a fallback channel.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Derusbi uses a backup communication method with an HTTP beacon.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS","DustySky has two hard-coded domains for C2 servers; if the first does not respond, it will try the second.",T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Ebury has implemented a fallback mechanism to begin using a DGA when the attacker hasn't connected to the infected system for three days.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Exaramel for Linux can attempt to find a new C2 server if it receives an error.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",FatDuke has used several C2 servers per targeted organization.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",FIN7's Harpy backdoor malware can use DNS as a backup channel for C2 if HTTP fails.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Gelsemium can use multiple domains and protocols in C2.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",HOPLIGHT has multiple C2 channels in place in case one fails.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",InvisiMole has been configured with several servers available for alternate C2 communications.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS","JHUHUGIT tests if it can reach its C2 server by first attempting a direct connection, and if it fails, obtaining proxy settings and sending the connection through a proxy, and finally injecting code into a running browser if the proxy method fails.",T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Kazuar can accept multiple URLs for C2 servers.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Kevin can assign hard-coded fallback domains for C2.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Kwampirs uses a large list of C2 servers that it cycles through until a successful connection is established.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS","Lazarus Group malware SierraAlfa sends data to one of the hard-coded C2 servers chosen at random, and if the transmission fails, chooses a new C2 server to attempt the transmission again.",T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Linfo creates a backdoor through which remote attackers can change C2 servers.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",MiniDuke uses Google Search to identify C2 servers if its primary C2 method via Twitter is not working.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Mythic can use a list of C2 URLs as fallback mechanisms in case one IP or domain gets blocked.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",PipeMon can switch to an alternate C2 domain when a particular date has been reached.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS","QUADAGENT uses multiple protocols (HTTPS, HTTP, DNS) for its C2 server as fallback channels if communication with one is unsuccessful.",T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",QUIETEXIT can attempt to connect to a second hard-coded C2 if the first hard-coded C2 address fails.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",RDAT has used HTTP if DNS C2 communications were not functioning.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS","S-Type primarily uses port 80 for C2, but falls back to ports 443 or 8080 if initial communication fails.",T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Shark can update its configuration to use a different C2 server.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",ShimRat has used a secondary C2 location if the first was unavailable.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",SideTwist has primarily used port 443 for C2 but can use port 80 as a fallback.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",SslMM has a hard-coded primary and backup C2 string.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Stuxnet has the ability to generate new C2 domains.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS","TAINTEDSCRIBE can randomly pick one of five hard-coded IP addresses for C2 communication; if one of the IP fails, it will wait 60 seconds and then try another IP address.",T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",TrickBot can use secondary C2 servers for communication after establishing connectivity and relaying victim information to primary C2 servers.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",Uroburos can use up to 10 channels to communicate between implants.,T1008
T1008,No sub-Techniques,Command and Control,Fallback Channels,No sub-Technique,"Linux, Windows, macOS",WinMM is usually configured with primary and backup domains for C2 communications.,T1008
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",ADVSTORESHELL is capable of starting a process using CreateProcess.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",AppleSeed has the ability to use multiple dynamically resolved API calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","APT37 leverages the Windows API calls: VirtualAlloc(), WriteProcessMemory(), and CreateRemoteThread() for process injection.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",APT38 has used the Windows API to execute code within a victim's system.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",AsyncRAT has the ability to use OS APIs including CheckRemoteDebuggerPresent.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Avaddon has used the Windows Crypto API to generate an AES key.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","AvosLocker has used a variety of Windows API calls, including NtCurrentPeb and GetLogicalDrives.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",BackConfig can leverage API functions such as ShellExecuteA and HttpOpenRequestA in the process of downloading and executing files.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",BADNEWS has a command to download an .exe and execute it via CreateProcess API. It can also run with ShellExecute.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Bazar can use various APIs to allocate memory and facilitate code execution/injection.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",BBK has the ability to use the CreatePipe API to add a sub-process for execution via cmd.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",BendyBear can load and execute modules and Windows Application Programming (API) calls using standard shellcode API hashing.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Bisonal has used the Windows API to communicate with the Service Control Manager to execute a thread.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","BitPaymer has used dynamic API resolution to avoid identifiable strings within the binary, including RegEnumKeyW.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",BlackTech has used built-in API functions.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",BloodHound can use .NET API calls in the SharpHound ingestor component to pull Active Directory data.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",BoxCaon has used Windows API calls to obtain information about the compromised host.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Bumblebee can use multiple Native APIs.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","CaddyWiper has the ability to dynamically resolve and use APIs, including SeTakeOwnershipPrivilege.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Chimera has used direct Windows system calls by leveraging Dumpert.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Chrommme can use Windows API including WinExec for execution.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Clop has used built-in API functions such as WNetOpenEnumW(), WNetEnumResourceW(), WNetCloseEnum(), GetProcAddress(), and VirtualAlloc().",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Cobalt Strike's Beacon payload is capable of running shell commands without cmd.exe and PowerShell commands without powershell.exe,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",ComRAT can load a PE file from memory or the file system and execute it with CreateProcessW.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Conti has used API calls during execution.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","CostaBricks has used a number of API calls, including VirtualAlloc, VirtualFree, LoadLibraryA, GetProcAddress, and ExitProcess.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Cuba has used several built-in API functions for discovery like GetIpNetTable and NetShareEnum.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Cyclops Blink can use various Linux API functions including those for execution and discovery.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","DCSrv has used various Windows API functions, including DeviceIoControl, as part of its encryption process.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Denis used the IsDebuggerPresent, OutputDebugString, and SetLastError APIs to avoid debugging. Denis used GetProcAddress and LoadLibrary to dynamically resolve APIs. Denis also used the Wow64SetThreadContext API as part of a process hollowing process.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Diavol has used several API calls like GetLogicalDriveStrings, SleepEx, SystemParametersInfoAPI, CryptEncrypt, and others to execute parts of its attack.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Donut code modules use various API functions to load and inject code.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",DRATzarus can use various API calls to see if it is running in a sandbox.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Dridex has used the OutputDebugStringW function to avoid malware analysis as part of its anti-debugging technique.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Egregor has used the Windows API to make detection more difficult.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Emotet has used CreateProcess to create a new process to run its executable and WNetEnumResourceW to enumerate non-hidden shares.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Empire contains a variety of enumeration modules that have an option to use API calls to carry out tasks.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",EvilBunny has used various API calls as part of its checks to see if the malware is running in a sandbox.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Explosive has a function to call the OpenClipboard wrapper.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",FatDuke can call ShellExecuteW to open the default browser on the URL localhost.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Flagpro can use Native API to enable obfuscation including GetLastError and GetTickCount.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","FunnyDream can use Native API for defense evasion, discovery, and collection.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Gelsemium has the ability to use various Windows API functions to perform tasks.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","gh0st RAT has used the InterlockedExchange, SeShutdownPrivilege, and ExitWindowsEx Windows API functions.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",GoldenSpy can execute remote commands in the Windows command shell using the WinExec() API.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Goopy has the ability to enumerate the infected system's user name via GetUserNameW.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Gorgon Group malware can leverage the Windows API call, CreateProcessA(), for execution.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Hancitor has used CallWindowProc and EnumResourceTypesA to interpret and execute shellcode.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",HermeticWizard can connect to remote shares using WNetAddConnection2W.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Higaisa has called various native OS APIs.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",HotCroissant can perform dynamic DLL importing and API lookups using LoadLibrary and GetProcAddress on obfuscated strings.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",HyperBro has the ability to run an application (CreateProcessW) or script/file (ShellExecuteW) via API.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Imminent Monitor has leveraged CreateProcessW() call to execute the debugger.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",InnaputRAT uses the API call ShellExecuteW for execution.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",InvisiMole can use winapiexec tool for indirect execution of ShellExecuteW and CreateProcessA.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Kevin can use the ShowWindow API to avoid detection.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",KOCTOPUS can use the LoadResource and CreateProcessW APIs for execution.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",KONNI has hardcoded API calls within its functions to use on the victim's machine.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Lazarus Group has used the Windows API ObtainUserAgentString to obtain the User-Agent from a compromised host to connect to a C2 server.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",LightNeuron is capable of starting a process using CreateProcess.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",LitePower can use various API calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Lizar has used various Windows API functions on a victim's machine.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Lokibot has used LoadLibrary(), GetProcAddress() and CreateRemoteThread() API functions to execute its shellcode.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",MacMa has used macOS API functions to perform tasks.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Mafalda can use a variety of API calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",MarkiRAT can run the ShellExecuteW API via the Windows Command Shell.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Maze has used several Windows API functions throughout the encryption process including IsDebuggerPresent, TerminateProcess, Process32FirstW, among others.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Metamorfo has used native WINAPI calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Meteor can use WinAPI to remove a victim machine from an Active Directory domain.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Milan can use the API DnsQuery_A for DNS resolution.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Misdat has used Windows APIs, including ExitWindowsEx and GetKeyboardType.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Netwalker can use Windows API functions to inject the ransomware DLL.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","During Operation Dream Job, Lazarus Group used Windows API ObtainUserAgentString to obtain the victim's User-Agent and used the value to connect to their C2 server.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","During Operation Honeybee, the threat actors deployed malware that used API calls, including CreateProcessAsUser.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","During Operation Wocao, threat actors used the CreateProcessA and ShellExecute API functions to launch commands after being injected into a selected process.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",PcShare has used a variety of Windows API functions.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",PipeMon's first stage has been executed by a call to CreateProcess with the decryption password in an argument. PipeMon has used a call to LoadLibrary to load its installer.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",PLEAD can use ShellExecute to execute applications.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","PlugX can use the Windows API functions GetProcAddress, LoadLibrary, and CreateProcess to execute another process.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",PolyglotDuke can use LoadLibraryW and CreateProcess to load and execute code.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Pteranodon has used various API calls.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",QakBot can use GetProcAddress to help delete malicious strings from memory.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",The file collection tool used by RainyDay can utilize native API including ReadDirectoryChangeW for folder monitoring.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Ramsay can use Windows API functions such as WriteFile, CloseHandle, and GetCurrentHwProfile during its collection and file storage operations. Ramsay can execute its embedded components via CreateProcessA and ShellExecute.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",REvil can use Native API for execution and to retrieve active services.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",ROKRAT can use a variety of API calls to execute shellcode.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","When executing with non-root permissions, RotaJakiro uses the the shmget API to create shared memory between other known RotaJakiro processes. RotaJakiro also uses the execvp API to help its dead process ""resurrect"".",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",RTM can use the FindNextUrlCacheEntryA and FindFirstUrlCacheEntryA functions to search for specific strings within browser history.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","S-Type has used Windows APIs, including GetKeyboardType, NetUserAdd, and NetUserDel.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS","Saint Bot has used different API calls, including GetProcAddress, VirtualAllocEx, WriteProcessMemory, CreateProcessA, and SetThreadContext.",T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",Sardonic has the ability to call Win32 API functions to determine if powershell.exe is running.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",SharpDisco can leverage Native APIs through plugins including GetLogicalDrives.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",ShimRat has used Windows API functions to install the service and shim.,T1106
T1106,No sub-Techniques,Execution,Native API,No sub-Technique,"Linux, Windows, macOS",ShimRatReporter used several Windows API functions to gather information from the infected system.,T1106
